WORD,POS,FREQ,RANK
可及性,Na,11, 93.64
去路,Na,11, 93.64
功德會,Na,11, 93.65
功名,Na,11, 93.65
出生率,Na,11, 93.65
代碼,Na,11, 93.65
代表權,Na,11, 93.65
代表制,Na,11, 93.65
主旋律,Na,11, 93.65
王船,Na,11, 93.65
牛油,Na,11, 93.65
牙醫,Na,11, 93.65
牙周病,Na,11, 93.65
爪子,Na,11, 93.65
水鴨,Na,11, 93.65
水燈,Na,11, 93.65
水蜜桃,Na,11, 93.65
水袖,Na,11, 93.65
水瓶,Na,11, 93.66
水母,Na,11, 93.66
毛賊,Na,11, 93.66
木鳶,Na,11, 93.66
木料,Na,11, 93.66
木瓜,Na,11, 93.66
月下老人,Na,11, 93.66
方形,Na,11, 93.66
手筆,Na,11, 93.66
戶冊,Na,11, 93.66
心性,Na,11, 93.66
引流膽,Na,11, 93.66
孔孟,Na,11, 93.66
太后,Na,11, 93.66
天意,Na,11, 93.66
化名,Na,11, 93.66
分隊,Na,11, 93.66
分期,Na,11, 93.66
分秒,Na,11, 93.67
分界,Na,11, 93.67
公司派,Na,11, 93.67
內線,Na,11, 93.67
仇家,Na,11, 93.67
五臟,Na,11, 93.67
五經,Na,11, 93.67
五,Na,11, 93.67
中道,Na,11, 93.67
中大型,Na,11, 93.67
才情,Na,11, 93.67
山群,Na,11, 93.67
山洪,Na,11, 93.67
小腹,Na,11, 93.67
小菜,Na,11, 93.67
小兒,Na,11, 93.67
孑孓,Na,11, 93.67
子領域,Na,11, 93.68
子目錄,Na,11, 93.68
女體,Na,11, 93.68
女單,Na,11, 93.68
女高音,Na,11, 93.68
大廚,Na,11, 93.68
大家長,Na,11, 93.68
大革命,Na,11, 93.68
大冠鷲,Na,11, 93.68
大汗,Na,11, 93.68
大仙,Na,11, 93.68
大火,Na,11, 93.68
大丈夫,Na,11, 93.68
口齒,Na,11, 93.68
口袋書,Na,11, 93.68
丫頭,Na,11, 93.68
上策,Na,11, 93.68
上等,Na,11, 93.68
下顎,Na,11, 93.68
下限,Na,11, 93.68
三弦,Na,11, 93.69
三,Na,11, 93.69
人體工學,Na,11, 93.69
人煙,Na,11, 93.69
人海,Na,11, 93.69
人倫,Na,11, 93.69
人面,Na,11, 93.69
二棒,Na,11, 93.69
一貫性,Na,11, 93.69
一草一木,Na,11, 93.69
X光機,Na,11, 93.70
VP,Na,11, 93.70
Tech,Na,11, 93.70
Quality,Na,11, 93.70
CTAB,Na,11, 93.70
鷸,Na,10, 93.71
舖面,Na,10, 93.71
鬱金香,Na,10, 93.71
顱,Na,10, 93.71
觀光業,Na,10, 93.71
觀光年,Na,10, 93.71
鹽份,Na,10, 93.71
鹼,Na,10, 93.71
靈氣,Na,10, 93.71
纓鰓蟲,Na,10, 93.71
鰻魚,Na,10, 93.71
聽障生,Na,10, 93.71
灘,Na,10, 93.71
權術,Na,10, 93.71
攤,Nf,10, 93.71
彎道,Na,10, 93.71
囊,Na,10, 93.71
鐵鍋,Na,10, 93.71
鐵腕,Na,10, 93.71
櫻,Na,10, 93.71
黨魁,Na,10, 93.72
麵包花,Na,10, 93.72
躁症,Na,10, 93.72
譯音,Na,10, 93.72
警備,Na,10, 93.72
籍,Na,10, 93.72
爐灶,Na,10, 93.72
寶塔,Na,10, 93.72
難處,Na,10, 93.72
鏡片,Na,10, 93.72
藤蔓,Na,10, 93.72
繪圖機,Na,10, 93.72
簿子,Na,10, 93.72
瓣,Nf,10, 93.72
龐然大物,Na,10, 93.72
鯊魚,Na,10, 93.72
雙唇,Na,10, 93.73
雙年展,Na,10, 93.73
離婚率,Na,10, 93.73
鎳,Na,10, 93.73
轉學生,Na,10, 93.73
職類,Na,10, 93.73
職稱,Na,10, 93.73
簡稱,Na,10, 93.73
點陣,Na,10, 93.73
螺層數,Na,10, 93.73
螺旋桿菌,Na,10, 93.73
螳螂,Na,10, 93.73
舉手投足,Na,10, 93.74
臨限值,Na,10, 93.74
臨界點,Na,10, 93.74
臉蛋,Na,10, 93.74
臉型,Na,10, 93.74
臂膀,Na,10, 93.74
聯,Na,10, 93.74
聲韻,Na,10, 93.74
聲母,Na,10, 93.74
禪學,Na,10, 93.74
營養師,Na,10, 93.74
檢,Na,10, 93.74
戲偶,Na,10, 93.74
嶺,Na,10, 93.74
壓倒性,Na,10, 93.74
嚐試,Na,10, 93.74
優越性,Na,10, 93.74
優等獎,Na,10, 93.74
龍舟,Na,10, 93.74
頭等艙,Na,10, 93.74
頭巾,Na,10, 93.74
錫箔紙,Na,10, 93.74
鋼管,Na,10, 93.74
鋼骨,Na,10, 93.75
錯誤率,Na,10, 93.75
遺傳工程,Na,10, 93.75
遺民,Na,10, 93.75
選項,Na,10, 93.75
選務,Na,10, 93.75
選秀會,Na,10, 93.75
諧音,Na,10, 93.75
縣政,Na,10, 93.75
磬,Na,10, 93.75
激戰,Na,10, 93.75
機運,Na,10, 93.75
機身,Na,10, 93.75
機位,Na,10, 93.75
樹影,Na,10, 93.75
橙,Na,10, 93.75
據,Na,10, 93.75
齒輪,Na,10, 93.75
駝鳥,Na,10, 93.76
養豬戶,Na,10, 93.76
靠行費,Na,10, 93.76
鄰國,Na,10, 93.76
賬,Na,10, 93.76
豎琴,Na,10, 93.76
調委會,Na,10, 93.76
諸君,Na,10, 93.76
複雜度,Na,10, 93.76
衛士,Na,10, 93.76
膜,Na,10, 93.76
編碼,Na,10, 93.76
磐石,Na,10, 93.76
熱能,Na,10, 93.76
潮汐,Na,10, 93.76
樑柱,Na,10, 93.77
樂手,Na,10, 93.77
樓閣,Na,10, 93.77
標準舞,Na,10, 93.77
標高,Na,10, 93.77
標案,Na,10, 93.77
樟樹,Na,10, 93.77
暴風雨,Na,10, 93.77
撒旦,Na,10, 93.77
摩天大樓,Na,10, 93.77
慾火,Na,10, 93.77
慧眼,Na,10, 93.77
德政,Na,10, 93.77
影帶,Na,10, 93.77
影音,Na,10, 93.77
影印機,Na,10, 93.77
廣廈,Na,10, 93.77
廚子,Na,10, 93.77
劇隊,Na,10, 93.77
劇作家,Na,10, 93.77
儀表,Na,10, 93.77
銀白,Na,10, 93.77
誓言,Na,10, 93.78
蒲葵,Na,10, 93.78
臺人,Na,10, 93.78
網球賽,Na,10, 93.78
網球界,Na,10, 93.78
綜合體,Na,10, 93.78
碟片,Na,10, 93.78
睿智,Na,10, 93.78
瑰寶,Na,10, 93.78
熊掌,Na,10, 93.78
漆器,Na,10, 93.78
歌仔,Na,10, 93.79
槍手,Na,10, 93.79
壽星,Na,10, 93.79
墓碑,Na,10, 93.79
塵肺症,Na,10, 93.79
電泳,Na,10, 93.79
鉅子,Na,10, 93.79
農漁民,Na,10, 93.79
農運,Na,10, 93.79
農產,Na,10, 93.79
農政,Na,10, 93.79
路基,Na,10, 93.79
資管,Na,10, 93.80
試算表,Na,10, 93.80
試務,Na,10, 93.80
解法,Na,10, 93.80
腳掌,Na,10, 93.80
義大利人,Na,10, 93.80
督察,Na,10, 93.80
瑞士人,Na,10, 93.80
滑坡,Na,10, 93.80
溫度計,Na,10, 93.80
溼度,Na,10, 93.80
歲數,Na,10, 93.80
楓樹,Na,10, 93.81
極權,Na,10, 93.81
楷書,Na,10, 93.81
暗紅色,Na,10, 93.81
新房,Na,10, 93.81
新片,Na,10, 93.81
新月,Na,10, 93.81
敬,Na,10, 93.81
搶案,Na,10, 93.81
愛樂人,Na,10, 93.81
愛死病,Na,10, 93.81
微米,Nf,10, 93.81
塗料,Na,10, 93.81
傾盆大雨,Na,10, 93.81
黑潮,Na,10, 93.81
黑暗面,Na,10, 93.81
雲朵,Na,10, 93.82
雄蝶,Na,10, 93.82
進士,Na,10, 93.82
註腳,Na,10, 93.82
視障者,Na,10, 93.82
視角,Na,10, 93.82
虛粒子,Na,10, 93.82
菜葉,Na,10, 93.82
菁華,Na,10, 93.82
腎虧,Na,10, 93.82
絕響,Na,10, 93.82
筆名,Na,10, 93.82
童書,Na,10, 93.82
童妓,Na,10, 93.82
程式庫,Na,10, 93.82
硬度,Na,10, 93.83
短刀,Na,10, 93.83
琺瑯質,Na,10, 93.83
牌坊,Na,10, 93.83
無給職,Na,10, 93.83
棒球賽,Na,10, 93.83
棗,Na,10, 93.83
棺木,Na,10, 93.83
暑氣,Na,10, 93.83
斑鳩,Na,10, 93.83
散光,Na,10, 93.83
惡勢力,Na,10, 93.83
惡行,Na,10, 93.84
報應,Na,10, 93.84
創業主,Na,10, 93.84
創見,Na,10, 93.84
麥片,Na,10, 93.84
魚乾,Na,10, 93.84
陶瓷器,Na,10, 93.84
陳妻,Na,10, 93.84
造化,Na,10, 93.84
通病,Na,10, 93.85
軟,Na,10, 93.85
貨主,Na,10, 93.85
莊稼,Na,10, 93.85
莘莘學子,Na,10, 93.85
船貨,Na,10, 93.85
組曲,Na,10, 93.85
組件,Na,10, 93.85
統派,Na,10, 93.85
符合度,Na,10, 93.85
第六感,Na,10, 93.85
祭儀,Na,10, 93.85
眼色,Na,10, 93.85
疏密,Na,10, 93.85
球體,Na,10, 93.85
猛虎,Na,10, 93.85
混戰,Na,10, 93.86
混血兒,Na,10, 93.86
清軍,Na,10, 93.86
族譜,Na,10, 93.86
敏感性,Na,10, 93.86
敗仗,Na,10, 93.86
教育法,Na,10, 93.86
排場,Na,10, 93.86
掃若侖,Na,10, 93.86
接力賽,Na,10, 93.86
控制權,Na,10, 93.86
情義,Na,10, 93.86
情郎,Na,10, 93.86
彩金,Na,10, 93.87
張量,Na,10, 93.87
帳冊,Na,10, 93.87
密報,Na,10, 93.87
宿委會,Na,10, 93.87
執事,Na,10, 93.87
堂奧,Na,10, 93.87
堂房,Na,10, 93.87
國寶級,Na,10, 93.87
國號,Na,10, 93.87
國飲,Na,10, 93.87
國務,Na,10, 93.87
問話,Na,10, 93.87
區塊檔,Na,10, 93.87
副總幹事,Na,10, 93.87
副產品,Na,10, 93.87
副主任委員,Na,10, 93.87
副手,Na,10, 93.87
偶發性,Na,10, 93.87
假釋,Na,10, 93.87
鬼屋,Na,10, 93.87
高微,Na,10, 93.87
高雄人,Na,10, 93.88
高帽,Na,10, 93.88
高峰期,Na,10, 93.88
高架橋,Na,10, 93.88
高成長,Na,10, 93.88
馬賽克,Na,10, 93.88
逃兵,Na,10, 93.88
迷幻藥,Na,10, 93.88
記性,Na,10, 93.88
芻議,Na,10, 93.88
脊髓,Na,10, 93.88
紙藝,Na,10, 93.88
紙屑,Na,10, 93.88
紡織業,Na,10, 93.88
秦兵,Na,10, 93.88
神祕感,Na,10, 93.88
祖師,Na,10, 93.88
破綻,Na,10, 93.89
真跡,Na,10, 93.89
真假,Na,10, 93.89
病魔,Na,10, 93.89
班代,Na,10, 93.89
狹心症,Na,10, 93.89
特別獎,Na,10, 93.89
海綿,Na,10, 93.89
海埔地,Na,10, 93.89
消耗量,Na,10, 93.89
氣管,Na,10, 93.89
氣力,Na,10, 93.89
栓塞,Na,10, 93.89
桂冠,Na,10, 93.89
書商,Na,10, 93.89
時勢,Na,10, 93.89
時差,Na,10, 93.89
拳道,Na,10, 93.89
恩惠,Na,10, 93.89
座車,Na,10, 93.89
差事,Na,10, 93.89
射線,Na,10, 93.90
容顏,Na,10, 93.90
家數,Na,10, 93.90
家務事,Na,10, 93.90
家書,Na,10, 93.90
娘子,Na,10, 93.90
套件,Na,10, 93.90
埃及人,Na,10, 93.90
哲人,Na,10, 93.90
原鄉,Na,10, 93.90
原名,Na,10, 93.90
剛性,Na,10, 93.90
個人獎,Na,10, 93.90
借書證,Na,10, 93.90
乘務隊,Na,10, 93.90
香燭,Na,10, 93.90
食補,Na,10, 93.90
食量,Na,10, 93.90
食物鏈,Na,10, 93.90
飛天,Na,10, 93.90
風琴,Na,10, 93.91
風馬牛,Na,10, 93.91
音樂課,Na,10, 93.91
面頰,Na,10, 93.91
重奏,Na,10, 93.91
重型,Na,10, 93.91
郎老,Na,10, 93.91
軍公教,Na,10, 93.91
軍士,Na,10, 93.91
軍力,Na,10, 93.91
計劃書,Na,10, 93.91
計畫案,Na,10, 93.91
計畫書,Na,10, 93.91
英姿,Na,10, 93.91
英王,Na,10, 93.91
英才,Na,10, 93.91
胎,Na,10, 93.91
美鈔,Na,10, 93.91
紅葉,Na,10, 93.91
紅尾伯勞,Na,10, 93.91
科舉,Na,10, 93.91
眉型,Na,10, 93.92
省會,Na,10, 93.92
皇上,Na,10, 93.92
玻璃窗,Na,10, 93.92
炮彈,Na,10, 93.92
派頭,Na,10, 93.92
洋房,Na,10, 93.92
洋,Na,10, 93.92
查緝員,Na,10, 93.92
柑橘,Na,10, 93.92
柿餅,Na,10, 93.92
星辰,Na,10, 93.92
春聯,Na,10, 93.92
春光,Na,10, 93.92
怒火,Na,10, 93.92
後繼,Na,10, 93.92
後輩,Na,10, 93.92
後路,Na,10, 93.92
後腦,Na,10, 93.92
建設局長,Na,10, 93.92
度量衡,Na,10, 93.93
咬合,Na,10, 93.93
南北管,Na,10, 93.93
剋星,Na,10, 93.93
冒險家,Na,10, 93.93
俗諺,Na,10, 93.93
保護色,Na,10, 93.93
保姆,Na,10, 93.93
非線性,Na,10, 93.93
青椒,Na,10, 93.93
青紅皂白,Na,10, 93.93
青色,Na,10, 93.93
青山綠水,Na,10, 93.93
長打率,Na,10, 93.94
長才,Na,10, 93.94
金馬,Na,10, 93.94
金字招牌,Na,10, 93.94
芥蒂,Na,10, 93.94
花叢,Na,10, 93.94
花崗石,Na,10, 93.94
芝麻,Na,10, 93.94
芳香,Na,10, 93.94
股東會,Na,10, 93.94
肥,Na,10, 93.94
糾察隊,Na,10, 93.94
空,Na,10, 93.94
知識性,Na,10, 93.94
直轄市,Na,10, 93.94
物慾,Na,10, 93.94
爭奪戰,Na,10, 93.94
法語,Na,10, 93.94
法力,Na,10, 93.94
河面,Na,10, 93.94
泥淖,Na,10, 93.94
泳池,Na,10, 93.94
杯墊,Na,10, 93.94
杯具,Na,10, 93.94
林業,Na,10, 93.95
枝條,Na,10, 93.95
服務費,Na,10, 93.95
服務員,Na,10, 93.95
招數,Na,10, 93.95
承辦人,Na,10, 93.95
所以然,Na,10, 93.95
房車,Na,10, 93.95
性事,Na,10, 93.95
店長,Na,10, 93.95
岩塊,Na,10, 93.95
宗教性,Na,10, 93.95
姊妺,Na,10, 93.95
姐夫,Na,10, 93.96
坡幣,Na,10, 93.96
垃圾箱,Na,10, 93.96
咒,Na,10, 93.96
咖啡座,Na,10, 93.96
受刑人,Na,10, 93.96
來人,Na,10, 93.96
使節,Na,10, 93.96
使用度,Na,10, 93.96
事業主,Na,10, 93.96
事由,Na,10, 93.96
里鄰長,Na,10, 93.96
里民,Na,10, 93.96
良方,Na,10, 93.97
系方,Na,10, 93.97
禿頭,Na,10, 93.97
私慾,Na,10, 93.97
私有地,Na,10, 93.97
男高音,Na,10, 93.97
牢籠,Na,10, 93.97
沙拉油,Na,10, 93.97
沙坑,Na,10, 93.97
沙地,Na,10, 93.97
步槍,Na,10, 93.97
步子,Na,10, 93.97
旱災,Na,10, 93.97
投資額,Na,10, 93.97
技,Na,10, 93.97
快車道,Na,10, 93.98
希臘人,Na,10, 93.98
屁,Na,10, 93.98
夾縫,Na,10, 93.98
址,Na,10, 93.98
冷氣機,Na,10, 93.98
冷凍庫,Na,10, 93.98
免疫學,Na,10, 93.98
克拉,Nf,10, 93.98
作文課,Na,10, 93.98
佛祖,Na,10, 93.98
住宿費,Na,10, 93.99
西服,Na,10, 93.99
西文,Na,10, 93.99
衣櫥,Na,10, 93.99
行頭,Na,10, 93.99
行道樹,Na,10, 93.99
行事曆,Na,10, 93.99
血栓,Na,10, 93.99
血色素,Na,10, 93.99
血友病,Na,10, 93.99
色素,Na,10, 93.99
自然科,Na,10, 93.99
自知之明,Na,10, 93.99
考古題,Na,10, 93.99
老頭兒,Na,10, 93.99
老農,Na,10, 93.99
老伯伯,Na,10, 93.99
竹片,Na,10, 93.99
污垢,Na,10, 93.99
池子,Na,10, 93.99
死刑犯,Na,10, 93.99
有獎徵答,Na,10, 93.99
成屋,Na,10, 94.00
成功率,Na,10, 94.00
帆布,Na,10, 94.00
安全帶,Na,10, 94.00
字面,Na,10, 94.00
好漢組,Na,10, 94.00
好惡,Na,10, 94.00
多層次,Na,10, 94.00
多元性,Na,10, 94.00
地勤,Na,10, 94.00
回函,Na,10, 94.00
后,Na,10, 94.00
名廚,Na,10, 94.00
名實,Na,10, 94.00
名產,Na,10, 94.00
同情心,Na,10, 94.00
吉凶,Na,10, 94.00
刑案,Na,10, 94.01
冰糖,Na,10, 94.01
冰雹,Na,10, 94.01
冰品,Na,10, 94.01
共產風,Na,10, 94.01
全名,Na,10, 94.01
先烈,Na,10, 94.01
光頭,Na,10, 94.01
光害,Na,10, 94.01
光度,Na,10, 94.01
白鷺鷥,Na,10, 94.01
白米,Na,10, 94.01
犯行,Na,10, 94.02
民族誌,Na,10, 94.02
民政,Na,10, 94.02
民房,Na,10, 94.02
母狗,Na,10, 94.02
正傳,Na,10, 94.02
正片,Na,10, 94.02
正文,Na,10, 94.02
本壘,Na,10, 94.02
本票,Na,10, 94.02
打火機,Na,10, 94.02
打手,Na,10, 94.02
平臺,Na,10, 94.02
布景,Na,10, 94.02
布告,Na,10, 94.02
市委,Na,10, 94.02
左撇子,Na,10, 94.02
巨變,Na,10, 94.02
外祖父,Na,10, 94.02
外行人,Na,10, 94.02
四棒,Na,10, 94.02
四倍速,Na,10, 94.02
台尺,Nf,10, 94.03
史學家,Na,10, 94.03
史地,Na,10, 94.03
叮嚀,Na,10, 94.03
古籍,Na,10, 94.03
古意,Na,10, 94.03
卡通片,Na,10, 94.03
卡拉,Na,10, 94.03
北京人,Na,10, 94.03
功過,Na,10, 94.03
出處,Na,10, 94.03
仙人,Na,10, 94.03
代書,Na,10, 94.03
牛角,Na,10, 94.03
牙醫師,Na,10, 94.03
火雞,Na,10, 94.04
火炬,Na,10, 94.04
水蒸氣,Na,10, 94.04
水路,Na,10, 94.04
水波,Na,10, 94.04
毛髮,Na,10, 94.04
木棉,Na,10, 94.04
木船,Na,10, 94.04
日程,Na,10, 94.04
日光浴,Na,10, 94.04
文風,Na,10, 94.04
手頭,Na,10, 94.04
手背,Na,10, 94.04
戶頭,Na,10, 94.04
巴勒斯坦人,Na,10, 94.04
巴西話,Na,10, 94.04
太空人,Na,10, 94.04
天象儀,Na,10, 94.04
天倫之樂,Na,10, 94.04
天人,Na,10, 94.05
反差,Na,10, 94.05
友伴,Na,10, 94.05
升斗小民,Na,10, 94.05
化學品,Na,10, 94.05
分野,Na,10, 94.05
分貝,Nf,10, 94.05
分文,Na,10, 94.05
公權,Na,10, 94.05
公僕,Na,10, 94.05
內亂,Na,10, 94.05
內在美,Na,10, 94.05
介面卡,Na,10, 94.05
仇人,Na,10, 94.05
互通性,Na,10, 94.05
中華白,Na,10, 94.05
中年級,Na,10, 94.05
不歸路,Na,10, 94.05
不測,Na,10, 94.05
不夜城,Na,10, 94.05
才俊,Na,10, 94.06
工程費,Na,10, 94.06
工作會,Na,10, 94.06
山麓,Na,10, 94.06
山道,Na,10, 94.06
山羌,Na,10, 94.06
小班制,Na,10, 94.06
小便宜,Na,10, 94.06
小姑,Na,10, 94.06
小妹妹,Na,10, 94.06
女奴,Na,10, 94.06
大腸癌,Na,10, 94.06
大義,Na,10, 94.06
大牌,Na,10, 94.06
士大夫,Na,10, 94.06
土雞,Na,10, 94.06
土塊,Na,10, 94.06
土狗,Na,10, 94.06
土法,Na,10, 94.06
叉子,Na,10, 94.06
上賓,Na,10, 94.06
上蒼,Na,10, 94.06
上將,Na,10, 94.07
下影線,Na,10, 94.07
下唇,Na,10, 94.07
下風,Na,10, 94.07
力度,Na,10, 94.07
八字,Na,10, 94.07
入場券,Na,10, 94.07
二等,Na,10, 94.07
九族,Na,10, 94.07
ET,Na,10, 94.09
BBS,Na,10, 94.09
鷸科,Na,9, 94.10
觀摩會,Na,9, 94.10
觀,Na,9, 94.10
鹽分,Na,9, 94.10
體魄,Na,9, 94.10
鬚,Na,9, 94.10
權能,Na,9, 94.10
攤架,Na,9, 94.10
攤主,Na,9, 94.10
鐵飯碗,Na,9, 94.10
鐵板,Na,9, 94.10
鐵甲,Na,9, 94.10
護欄,Na,9, 94.10
護城河,Na,9, 94.10
攝取量,Na,9, 94.10
麵線,Na,9, 94.10
警語,Na,9, 94.10
警察局長,Na,9, 94.10
觸感,Na,9, 94.10
寶藍色,Na,9, 94.11
騙局,Na,9, 94.11
關鍵詞,Na,9, 94.11
關聯詞,Na,9, 94.11
邊緣人,Na,9, 94.11
證物,Na,9, 94.11
藥師,Na,9, 94.11
羹,Na,9, 94.11
羅曼史,Na,9, 94.11
曝光值,Na,9, 94.11
鞭狀器,Na,9, 94.11
雞腿,Na,9, 94.11
雙簧管,Na,9, 94.11
雙眼皮,Na,9, 94.11
雙曲線,Na,9, 94.11
雙字詞,Na,9, 94.11
雙月刊,Na,9, 94.11
雜耍,Na,9, 94.11
藍莓,Na,9, 94.11
藍本,Na,9, 94.11
職志,Na,9, 94.11
織布機,Na,9, 94.12
簫,Na,9, 94.12
竅門,Na,9, 94.12
禮金,Na,9, 94.12
獵鷹,Na,9, 94.12
歸途,Na,9, 94.12
檸檬汁,Na,9, 94.12
檳榔樹,Na,9, 94.12
擺設,Na,9, 94.12
黏土,Na,9, 94.12
韓國人,Na,9, 94.12
邀,Na,9, 94.12
避孕丸,Na,9, 94.12
購買慾,Na,9, 94.12
講員,Na,9, 94.12
薪傳獎,Na,9, 94.12
舉措,Na,9, 94.12
臨時性,Na,9, 94.12
臉皮,Na,9, 94.12
聲明書,Na,9, 94.13
繁星,Na,9, 94.13
總獎金,Na,9, 94.13
總經銷,Na,9, 94.13
總協定,Na,9, 94.13
總投資,Na,9, 94.13
總收入,Na,9, 94.13
縷,Nf,9, 94.13
營建業,Na,9, 94.13
檢察長,Na,9, 94.13
壕溝,Na,9, 94.13
儲蓄率,Na,9, 94.13
龜甲竹,Na,9, 94.13
餐盤,Na,9, 94.13
頭頸,Na,9, 94.13
頭盔,Na,9, 94.13
頻次,Na,9, 94.13
靜物,Na,9, 94.13
雕刻品,Na,9, 94.13
錄影機,Na,9, 94.13
遴選,Na,9, 94.13
輸卵管,Na,9, 94.13
蹄,Na,9, 94.13
親職,Na,9, 94.14
親王,Na,9, 94.14
艙位,Na,9, 94.14
艙,Na,9, 94.14
罹患率,Na,9, 94.14
燃煤,Na,9, 94.14
機遇,Na,9, 94.14
橡樹,Na,9, 94.14
樹根,Na,9, 94.14
樹冠,Na,9, 94.14
橫樑,Na,9, 94.14
戰備,Na,9, 94.14
學號,Na,9, 94.14
學名,Na,9, 94.14
噸位,Na,9, 94.14
儒,Na,9, 94.14
駕駛座,Na,9, 94.14
養父,Na,9, 94.14
震源,Na,9, 94.14
鋒頭,Na,9, 94.15
鋒,Na,9, 94.15
鋁合金,Na,9, 94.15
鋪,Na,9, 94.15
適應力,Na,9, 94.15
質素,Na,9, 94.15
賭迷,Na,9, 94.15
賭客,Na,9, 94.15
豬隻,Na,9, 94.15
調子,Na,9, 94.15
複數,Na,9, 94.15
衝鋒槍,Na,9, 94.15
箱型,Na,9, 94.15
箭竹林,Na,9, 94.15
稻穀,Na,9, 94.15
稽核,Na,9, 94.15
熱淚,Na,9, 94.15
熱浪,Na,9, 94.16
熱水器,Na,9, 94.16
樂事,Na,9, 94.16
標槍,Na,9, 94.16
影碟,Na,9, 94.16
彈簧,Na,9, 94.16
彈弓,Na,9, 94.16
廠址,Na,9, 94.16
廣電法,Na,9, 94.16
廚餘,Na,9, 94.16
劇毒,Na,9, 94.16
鳳凰花,Na,9, 94.16
領導權,Na,9, 94.16
輕功,Na,9, 94.17
輔導團,Na,9, 94.17
豪華級,Na,9, 94.17
豪情,Na,9, 94.17
說辭,Na,9, 94.17
蒸氣機,Na,9, 94.17
蓄電池,Na,9, 94.17
蓄水量,Na,9, 94.17
舞展,Na,9, 94.17
舞池,Na,9, 94.17
臺階,Na,9, 94.17
聚光燈,Na,9, 94.17
罰單,Na,9, 94.17
網子,Na,9, 94.17
綠野,Na,9, 94.17
精兵,Na,9, 94.18
算法,Na,9, 94.18
窩,Nf,9, 94.18
禍害,Na,9, 94.18
磁頭,Na,9, 94.18
睡眼,Na,9, 94.18
監工,Na,9, 94.18
滷味,Na,9, 94.18
滿足點,Na,9, 94.18
滿分,Na,9, 94.18
漏網之魚,Na,9, 94.18
榮華富貴,Na,9, 94.18
對話盒,Na,9, 94.18
實權,Na,9, 94.18
嫩葉,Na,9, 94.19
壽險,Na,9, 94.19
壽袍,Na,9, 94.19
僑務,Na,9, 94.19
預感,Na,9, 94.19
零工,Na,9, 94.19
電話簿,Na,9, 94.19
電話卡,Na,9, 94.19
電解質,Na,9, 94.19
電量,Na,9, 94.19
鉅資,Na,9, 94.19
過眼雲煙,Na,9, 94.19
躲避球,Na,9, 94.19
裡子,Na,9, 94.19
號碼牌,Na,9, 94.19
號角,Na,9, 94.19
腦貧血,Na,9, 94.19
腦炎,Na,9, 94.19
聖戰,Na,9, 94.19
聖,Na,9, 94.20
群集,Na,9, 94.20
群倫,Na,9, 94.20
義警,Na,9, 94.20
罪過,Na,9, 94.20
萬物之靈,Na,9, 94.20
當選人,Na,9, 94.20
煉鋼爐,Na,9, 94.20
煉金師,Na,9, 94.20
煤油,Na,9, 94.20
準確性,Na,9, 94.20
溫差,Na,9, 94.20
溫水,Na,9, 94.20
殿軍,Na,9, 94.20
楓,Na,9, 94.20
椰子樹,Na,9, 94.20
業務量,Na,9, 94.20
會師樹,Na,9, 94.20
會員制,Na,9, 94.20
暗褐色,Na,9, 94.20
新歡,Na,9, 94.20
新寵,Na,9, 94.20
新聞稿,Na,9, 94.20
新幹線線,Na,9, 94.20
愛情觀,Na,9, 94.21
感應計,Na,9, 94.21
意外之財,Na,9, 94.21
塊狀,Na,9, 94.21
匯款,Na,9, 94.21
傷者,Na,9, 94.21
傳輸量,Na,9, 94.21
傳建,Na,9, 94.21
黑髮,Na,9, 94.21
黑長尾雉,Na,9, 94.21
黑,Na,9, 94.21
黃蝶,Na,9, 94.21
黃油,Na,9, 94.21
飯盒,Na,9, 94.21
雇員,Na,9, 94.21
集錦,Na,9, 94.21
雄風,Na,9, 94.21
閒錢,Na,9, 94.21
間諜,Na,9, 94.21
開口,Na,9, 94.22
開,Nf,9, 94.22
量表,Na,9, 94.22
郵遞區號,Na,9, 94.22
貴賤,Na,9, 94.22
貴金屬,Na,9, 94.22
賀年片,Na,9, 94.22
評議會,Na,9, 94.22
註冊商標,Na,9, 94.22
蛛網,Na,9, 94.22
蛙鞋,Na,9, 94.22
蛙式,Na,9, 94.22
虛榮心,Na,9, 94.22
菲律賓隊,Na,9, 94.22
著述,Na,9, 94.22
華屋,Na,9, 94.22
菩提,Na,9, 94.22
善緣,Na,9, 94.22
絕壁,Na,9, 94.22
絕症,Na,9, 94.22
結構體,Na,9, 94.22
童趣,Na,9, 94.22
硬仗,Na,9, 94.22
短髮,Na,9, 94.22
短裙,Na,9, 94.22
短波,Na,9, 94.22
短片,Na,9, 94.23
發球局,Na,9, 94.23
發明家,Na,9, 94.23
發行量,Na,9, 94.23
痞子,Na,9, 94.23
番薯,Na,9, 94.23
番茄,Na,9, 94.23
番石榴,Na,9, 94.23
畫幅,Na,9, 94.23
畫眉科,Na,9, 94.23
琴絃,Na,9, 94.23
牌照,Na,9, 94.23
無賴,Na,9, 94.23
渾沌,Na,9, 94.23
港埠,Na,9, 94.23
殼形,Na,9, 94.23
棒子,Na,9, 94.23
棺材,Na,9, 94.23
智權,Na,9, 94.24
斑蚊,Na,9, 94.24
散度,Na,9, 94.24
提案人,Na,9, 94.24
插座,Na,9, 94.24
惡賊,Na,9, 94.24
尋常性,Na,9, 94.24
